sample	unit	lib	platform	fq1	fq2
MZLU153025	BHVN22DSX2.2	197125	ILLUMINA	../data/fastq_raw/P23563_1005_S83_L002_R1_001.fastq.gz	../data/fastq_raw/P23563_1005_S83_L002_R2_001.fastq.gz
MZLU153003	BHVN22DSX2.2	023158	ILLUMINA	../data/fastq_raw/P23563_1007_S85_L002_R1_001.fastq.gz	../data/fastq_raw/P23563_1007_S85_L002_R2_001.fastq.gz
MZLU153166	BHVN22DSX2.2	201150	ILLUMINA	../data/fastq_raw/P23563_1008_S86_L002_R1_001.fastq.gz	../data/fastq_raw/P23563_1008_S86_L002_R2_001.fastq.gz
MZLU153167	BHVN22DSX2.2	202183	ILLUMINA	../data/fastq_raw/P23563_1009_S87_L002_R1_001.fastq.gz	../data/fastq_raw/P23563_1009_S87_L002_R2_001.fastq.gz
MZLU153168	BHVN22DSX2.2	205175	ILLUMINA	../data/fastq_raw/P23563_1012_S90_L002_R1_001.fastq.gz	../data/fastq_raw/P23563_1012_S90_L002_R2_001.fastq.gz
MZLU153169	BHVN22DSX2.2	001089	ILLUMINA	../data/fastq_raw/P23563_1016_S94_L002_R1_001.fastq.gz	../data/fastq_raw/P23563_1016_S94_L002_R2_001.fastq.gz
MZLU153170	BHVN22DSX2.2	012100	ILLUMINA	../data/fastq_raw/P23563_1021_S99_L002_R1_001.fastq.gz	../data/fastq_raw/P23563_1021_S99_L002_R2_001.fastq.gz
MZLU152940	BHVN22DSX2.2	198126	ILLUMINA	../data/fastq_raw/P23563_1006_S84_L002_R1_001.fastq.gz	../data/fastq_raw/P23563_1006_S84_L002_R2_001.fastq.gz
MZLU152931	BHK3LNDSX7.4	029117	ILLUMINA	../data/fastq_raw/P29362_1026_S79_L004_R1_001.fastq.gz	../data/fastq_raw/P29362_1026_S79_L004_R2_001.fastq.gz
MZLU152930	BHK3LNDSX7.4	030118	ILLUMINA	../data/fastq_raw/P29362_1027_S80_L004_R1_001.fastq.gz	../data/fastq_raw/P29362_1027_S80_L004_R2_001.fastq.gz
MZLU152933	BHK3LNDSX7.4	031119	ILLUMINA	../data/fastq_raw/P29362_1028_S81_L004_R1_001.fastq.gz	../data/fastq_raw/P29362_1028_S81_L004_R2_001.fastq.gz
MZLU152932	BHK3LNDSX7.4	193121	ILLUMINA	../data/fastq_raw/P29362_1029_S82_L004_R1_001.fastq.gz	../data/fastq_raw/P29362_1029_S82_L004_R2_001.fastq.gz
MZLULEP4538	AH5L5TDSX2.2	001089	ILLUMINA	../data/fastq_raw/P21013_1001_S8_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1001_S8_L002_R2_001.fastq.gz
MZLULEP3661	AH5L5TDSX2.2	002090	ILLUMINA	../data/fastq_raw/P21013_1002_S9_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1002_S9_L002_R2_001.fastq.gz
MZLULEP3679	AH5L5TDSX2.2	003091	ILLUMINA	../data/fastq_raw/P21013_1003_S10_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1003_S10_L002_R2_001.fastq.gz
MZLULEP3088	AH5L5TDSX2.2	008096	ILLUMINA	../data/fastq_raw/P21013_1005_S12_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1005_S12_L002_R2_001.fastq.gz
MZLULEP3328	AH5L5TDSX2.2	012100	ILLUMINA	../data/fastq_raw/P21013_1006_S13_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1006_S13_L002_R2_001.fastq.gz
MZLULEP3029	AH5L5TDSX2.2	015092	ILLUMINA	../data/fastq_raw/P21013_1007_S14_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1007_S14_L002_R2_001.fastq.gz
MZLULEP3668	AH5L5TDSX2.2	018106	ILLUMINA	../data/fastq_raw/P21013_1008_S15_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1008_S15_L002_R2_001.fastq.gz
MZLULEP3086	AH5L5TDSX2.2	019107	ILLUMINA	../data/fastq_raw/P21013_1009_S16_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1009_S16_L002_R2_001.fastq.gz
MZLULEP4316	AH5L5TDSX2.2	021130	ILLUMINA	../data/fastq_raw/P21013_1010_S17_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1010_S17_L002_R2_001.fastq.gz
MZLULEP3656	AH5L5TDSX2.2	028116	ILLUMINA	../data/fastq_raw/P21013_1012_S19_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1012_S19_L002_R2_001.fastq.gz
MZLULEP1824	AH5L5TDSX2.2	032120	ILLUMINA	../data/fastq_raw/P21013_1013_S20_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1013_S20_L002_R2_001.fastq.gz
MZLULEP1709	AH5L5TDSX2.2	036137	ILLUMINA	../data/fastq_raw/P21013_1014_S21_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1014_S21_L002_R2_001.fastq.gz
MZLULEP3256	AH5L5TDSX2.2	043143	ILLUMINA	../data/fastq_raw/P21013_1015_S22_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1015_S22_L002_R2_001.fastq.gz
MZLULEP1710	AH5L5TDSX2.2	052142	ILLUMINA	../data/fastq_raw/P21013_1016_S23_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1016_S23_L002_R2_001.fastq.gz
MZLULEP4555	AH5L5TDSX2.2	058135	ILLUMINA	../data/fastq_raw/P21013_1017_S24_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1017_S24_L002_R2_001.fastq.gz
MZLULEP3026	AH5L5TDSX2.2	066149	ILLUMINA	../data/fastq_raw/P21013_1018_S25_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1018_S25_L002_R2_001.fastq.gz
MZLULEP1911	AH5L5TDSX2.2	070144	ILLUMINA	../data/fastq_raw/P21013_1019_S26_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1019_S26_L002_R2_001.fastq.gz
MZLULEP3266	AH5L5TDSX2.2	093148	ILLUMINA	../data/fastq_raw/P21013_1020_S27_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1020_S27_L002_R2_001.fastq.gz
MZLULEP3149	AH5L5TDSX2.2	101132	ILLUMINA	../data/fastq_raw/P21013_1021_S28_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1021_S28_L002_R2_001.fastq.gz
MZLULEP1903	AH5L5TDSX2.2	105145	ILLUMINA	../data/fastq_raw/P21013_1023_S30_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1023_S30_L002_R2_001.fastq.gz
MZLULEP1661	AH5L5TDSX2.2	128146	ILLUMINA	../data/fastq_raw/P21013_1024_S31_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1024_S31_L002_R2_001.fastq.gz
MZLULEP3133	AH5L5TDSX2.2	168133	ILLUMINA	../data/fastq_raw/P21013_1025_S32_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1025_S32_L002_R2_001.fastq.gz
MZLULEP1748	AH5L5TDSX2.2	172131	ILLUMINA	../data/fastq_raw/P21013_1026_S33_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1026_S33_L002_R2_001.fastq.gz
MZLULEP1730	AH5L5TDSX2.2	196124	ILLUMINA	../data/fastq_raw/P21013_1027_S34_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1027_S34_L002_R2_001.fastq.gz
MZLULEP1724	AH5L5TDSX2.2	199127	ILLUMINA	../data/fastq_raw/P21013_1028_S35_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1028_S35_L002_R2_001.fastq.gz
MZLULEP3313	AH5L5TDSX2.2	200129	ILLUMINA	../data/fastq_raw/P21013_1029_S36_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1029_S36_L002_R2_001.fastq.gz
MZLULEP3259	AH5L5TDSX2.2	013134	ILLUMINA	../data/fastq_raw/P21013_1030_S37_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1030_S37_L002_R2_001.fastq.gz
MZLULEP1868	AH5L5TDSX2.2	007095	ILLUMINA	../data/fastq_raw/P21013_1031_S38_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1031_S38_L002_R2_001.fastq.gz
MZLULEP1704	BHK3LNDSX7.4	194122	ILLUMINA	../data/fastq_raw/P29362_1049_S102_L004_R1_001.fastq.gz	../data/fastq_raw/P29362_1049_S102_L004_R2_001.fastq.gz
MZLULEP1811	BHK3LNDSX7.4	197125	ILLUMINA	../data/fastq_raw/P29362_1032_S85_L004_R1_001.fastq.gz	../data/fastq_raw/P29362_1032_S85_L004_R2_001.fastq.gz
MZLULEP1849	BHK3LNDSX7.4	195123	ILLUMINA	../data/fastq_raw/P29362_1031_S84_L004_R1_001.fastq.gz	../data/fastq_raw/P29362_1031_S84_L004_R2_001.fastq.gz
MZLU174140	AH5L5TDSX2.2	011099	ILLUMINA	../data/fastq_raw/P21013_1036_S43_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1036_S43_L002_R2_001.fastq.gz
MZLU174141	AH5L5TDSX2.2	016104	ILLUMINA	../data/fastq_raw/P21013_1038_S45_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1038_S45_L002_R2_001.fastq.gz
MZLU174142	AH5L5TDSX2.2	025113	ILLUMINA	../data/fastq_raw/P21013_1042_S49_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1042_S49_L002_R2_001.fastq.gz
MZLU174143	AH5L5TDSX2.2	009097	ILLUMINA	../data/fastq_raw/P21013_1034_S41_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1034_S41_L002_R2_001.fastq.gz
MZLU174144	AH5L5TDSX2.2	022110	ILLUMINA	../data/fastq_raw/P21013_1040_S47_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1040_S47_L002_R2_001.fastq.gz
MZLU174145	AH5L5TDSX2.2	020108	ILLUMINA	../data/fastq_raw/P21013_1039_S46_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1039_S46_L002_R2_001.fastq.gz
MZLU174146	AH5L5TDSX2.2	010098	ILLUMINA	../data/fastq_raw/P21013_1035_S42_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1035_S42_L002_R2_001.fastq.gz
MZLU174147	AH5L5TDSX2.2	024112	ILLUMINA	../data/fastq_raw/P21013_1041_S48_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1041_S48_L002_R2_001.fastq.gz
MZLU174148	AH5L5TDSX2.2	014102	ILLUMINA	../data/fastq_raw/P21013_1037_S44_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1037_S44_L002_R2_001.fastq.gz
MZLU107493	AHW5NGDSX2.3	UDP0082	ILLUMINA	../data/fastq_raw/P23564_182_S91_L003_R1_001.fastq.gz	../data/fastq_raw/P23564_182_S91_L003_R2_001.fastq.gz
MZLU166854	BHVN22DSX2.2	002090	ILLUMINA	../data/fastq_raw/P23563_1017_S95_L002_R1_001.fastq.gz	../data/fastq_raw/P23563_1017_S95_L002_R2_001.fastq.gz
MZLU166853	BHVN22DSX2.2	006094	ILLUMINA	../data/fastq_raw/P23563_1019_S97_L002_R1_001.fastq.gz	../data/fastq_raw/P23563_1019_S97_L002_R2_001.fastq.gz
MZLU107492	AHW5NGDSX2.3	UDP0081	ILLUMINA	../data/fastq_raw/P23564_181_S90_L003_R1_001.fastq.gz	../data/fastq_raw/P23564_181_S90_L003_R2_001.fastq.gz
EK001	BHVN22DSX2.2	EK001	ILLUMINA	../data/fastq_raw/P23563_1036_S114_L002_R1_001.fastq.gz	../data/fastq_raw/P23563_1036_S114_L002_R2_001.fastq.gz
EK006	BHVN22DSX2.2	EK006	ILLUMINA	../data/fastq_raw/P23563_1037_S115_L002_R1_001.fastq.gz	../data/fastq_raw/P23563_1037_S115_L002_R2_001.fastq.gz
MZLU107491	AHW5NGDSX2.3	UDP0080	ILLUMINA	../data/fastq_raw/P23564_180_S89_L003_R1_001.fastq.gz	../data/fastq_raw/P23564_180_S89_L003_R2_001.fastq.gz
MZLU166850	BHVN22DSX2.2	203136	ILLUMINA	../data/fastq_raw/P23563_1010_S88_L002_R1_001.fastq.gz	../data/fastq_raw/P23563_1010_S88_L002_R2_001.fastq.gz
CUMI0012	AHJ3LGDSX7.1	UDP0010	ILLUMINA	../data/fastq_raw/P29363_110_S10_L001_R1_001.fastq.gz	../data/fastq_raw/P29363_110_S10_L001_R2_001.fastq.gz
CUMI0012	AHJ3LGDSX7.2	UDP0010	ILLUMINA	../data/fastq_raw/P29363_110_S10_L002_R1_001.fastq.gz	../data/fastq_raw/P29363_110_S10_L002_R2_001.fastq.gz
MZLU166852	BHVN22DSX2.2	015092	ILLUMINA	../data/fastq_raw/P23563_1022_S100_L002_R1_001.fastq.gz	../data/fastq_raw/P23563_1022_S100_L002_R2_001.fastq.gz
MZLU166851	BHVN22DSX2.2	206174	ILLUMINA	../data/fastq_raw/P23563_1013_S91_L002_R1_001.fastq.gz	../data/fastq_raw/P23563_1013_S91_L002_R2_001.fastq.gz
MZLU107489	AHW5NGDSX2.3	UDP0078	ILLUMINA	../data/fastq_raw/P23564_178_S87_L003_R1_001.fastq.gz	../data/fastq_raw/P23564_178_S87_L003_R2_001.fastq.gz
MZLU174143	BHVN22DSX2.2	009097	ILLUMINA	../data/fastq_raw/P21013_1034_S41_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1034_S41_L002_R2_001.fastq.gz
MZLU174144	BHVN22DSX2.2	022110	ILLUMINA	../data/fastq_raw/P21013_1040_S47_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1040_S47_L002_R2_001.fastq.gz
MZLU174145	BHVN22DSX2.2	020108	ILLUMINA	../data/fastq_raw/P21013_1039_S46_L002_R1_001.fastq.gz	../data/fastq_raw/P21013_1039_S46_L002_R2_001.fastq.gz
